Sort,Common Name,Scientific Name,Group,order,family,taxonomic notes,Canada,USA,Mexico,C America,Mig Status,Introduced,Nonbreeding only,PS-g,PS-g_s,PS-g_com,Global Pop Size, Global Pop Size# , Pop Size_US-Ca , Pop Size_US-Ca# ,PopYr,Pop Size_US-Ca_s,Pop Size_US-Ca_com,BD-g, BD area ,BD-g_s,BD-g_com,ND-g, ND area ,ND-g_s,ND-g_com,TB-c,TB-c_s,TB-c_com,CV-b,CV-b certainty,TN-c,TN-c_s,TN-c_com,CV-w,CV-w certainty,PT-c,PT-c_s,PT-c_com,LT % change,LT trend (%/yr),LT trend 90% lcl,LT trend 90% ucl,LT sig,ST % change,ST trend (%/yr),ST trend 90% lcl,ST trend 90% ucl,ST sig,ST yrs,core/extended BBS,LT CI width,N,RA,NxRA,Half-Life,CCS-b,CCS-n,CCS-max,Continental Importance,IUCN Red List 2023,Urban,Agriculture,Breeding Biome,Nonbreeding Biome,Primary Breeding Habitat,Secondary Breeding Habitat,Primary Nonbreeding Habitat,Secondary Nonbreeding Habitat
51,Mottled Duck,Anas fulvigula,waterfowl,Anseriformes,Anatidae,,0,1,1,0,R,,,4,"USFWS 2018, Bielefeld 2008, SCDNR unpublished data, M. Brasher pers. comm. 2019","NAWMP 2018 estimate excludes S. TX and contains wrong years, so not used.  USFWS 2018 estimates 26,949 breeding birds in LA and 77,729 in TX. Bielefeld 2008 estimates 53,000 breeders in FL. SCDNR estimated 23,000 breeders in SC in 2009-2011. Consider a minimum estimate, since no data for GA. Mike Brasher estimates a few thousand breeding birds in Mexico of ssp. maculosa.  Ssp. diazi not included due to taxonomic uncertainty (see McCracken et al. 2001), but is estimated at 55,000 breeders.",">180,000","180,000"," >180,000 ","180,000",,"USFWS 2018, Bielefeld 2008, SCDNR unpublished data","Consider a minimum estimate, since no data for GA. USFWS 2018 estimates 26,949 breeding birds in LA and 77,729 in TX. Bielefeld 2008 estimates 53,000 breeders in FL. SCDNR estimated 23,000 breeders in SC in 2009-2011. Ssp. diazi not included due to taxonomic uncertainty (see McCracken et al. 2001).",4,"197,762",Natureserve,,4,"214,102",Natureserve,,4,TrUST 2016; PIFSC-CVS 2022,Threatened by hybridization with Mallards in Florida (TrUST 2016).,2,M-H,4,TrUST 2016; PIFSC-CVS 2022,,2,M-H,5,"BBS7021-AS,JS",,-67.23,-2.17,-3.52,-0.81,1,-11.68,-0.88,-3.05,1.5,,14,core,2.72,119.5,2.63,313.82,,17,17,17,Red Watch List; Tipping Point,,,w,Eastern Temperate,Eastern Temperate,Wetlands:  Freshwater Marsh,,Coasts:  Saltmarsh,Wetlands:  Freshwater Marsh
53,Northern Pintail,Anas acuta,waterfowl,Anseriformes,Anatidae,"Recognized as a monotypic by AOU (1957), Clements (2000), and Howard and Moore (2003). Subspecies <i>Anas acuta acuta, A. a. eatoni</i>, and <i>A. a. ...",1,1,1,1,M,,,3,NAWMP 2018; WPE5,"mostly non-breeding population estimates outside of North America, so 2/3 adjustment applied to those pops.","5,100,000","5,100,000","3,200,000","3,200,000",,NAWMP 2018,,1,"26,113,543","Natureserve, with Old World extrapolation",,1,"19,443,465","Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC",,4,TrUST 2016; PIFSC-CVS 2022,Potential increase in cropland and increased drying due to increasing temperature in southern Saskatchewan suggest 4 for breeding (TrUST 2016).,2,M-H,3,TrUST 2016; PIFSC-CVS 2022,"Threats increasing for NOPI due to reliance on rice along Gulf Coast; rice production expected to decline, so boost 2 to 3 for non-breeding (TrUST 2016).",2,H,5,"BBS7021-AS,JS",,-70.77,-2.38,-3.88,-1.58,1,-15.53,-1.12,-4.1,2.02,,15,core,2.3,860.5,1.71,1468.94,,13,12,13,Yellow Watch List; Tipping Point,,,w,Nearctic,Nearctic,Wetlands:  Seasonally Wet Grasslands,Wetlands:  Tundra,Wetlands:  Generalist,
54,Green-winged Teal,Anas crecca,waterfowl,Anseriformes,Anatidae,,1,1,1,1,M,,,3,NAWMP 2018; WPE5,"updated WPE estimate with latest NAWMP estimate for North America; most other pop estimates appeared to be based on non-breeding surveys, so 2/3 adjustment applied for breeding pop estimate","6,700,000","6,700,000","3,900,000","3,900,000",,NAWMP 2018,,1,"36,098,237","Natureserve, with Old World extrapolation",,1,"24,504,560","Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC",,3,TrUST 2016; PIFSC-CVS 2022,Breeding goes to 3 due to prairies and boreal development trajectories (TrUST 2016).,3,M-H,2,TrUST 2016; PIFSC-CVS 2022,Non-breeding stays at 2  (TrUST 2016).,2,H,2,"BBS7021-AS,JS",,2.49,0.05,-1.72,0.99,,9.09,0.73,-1.77,3.59,,12,core,2.71,982,0.39,379.55,,9,8,9,,,,w,Nearctic,Nearctic,Wetlands:  Generalist,,Wetlands:  Generalist,
55,Canvasback,Aythya valisineria,waterfowl,Anseriformes,Anatidae,Monotypic.,1,1,1,1,M,,,3,NAWMP 2018,,"690,000","690,000","690,000","690,000",,NAWMP 2018,,2,"3,637,441",Natureserve,,1,"5,757,278",Natureserve,,3,TrUST 2016; PIFSC-CVS 2022,"More Redheads means more parasitism for CANV, but 4 seems extreme; TB= 3 makes sense (TrUST 2016).",2,M-H,3,TrUST 2016; PIFSC-CVS 2022,"Nonbreeding not as concentrated on Gulf Coast, but no reason to expect threats should be 4; keep TN at 3 (TrUST 2016).",2,H,2,"BBS7021-AS,JS",,19.15,0.34,-0.93,1.27,,-16.99,-1.23,-6.06,3.25,,15,core,2.2,342.5,0.52,179.09,,10,9,10,,,,,Nearctic,Nearctic,Wetlands:  Seasonally Wet Grasslands,Wetlands:  Freshwater Marsh,Wetlands:  Lakes and Rivers,Coasts:  Marine Waters
56,Redhead,Aythya americana,waterfowl,Anseriformes,Anatidae,Monotypic.,1,1,1,1,M,,,3,NAWMP 2018,,"1,200,000","1,200,000","1,200,000","1,200,000",,NAWMP 2018,,1,"4,994,036",Natureserve,,1,"4,940,081",Natureserve,,3,TrUST 2016; PIFSC-CVS 2022,"Score 3 for breeding, although found in the less threatened permanent wetlands (TrUST 2016).",2,M-L,3,TrUST 2016; PIFSC-CVS 2022,"Non-breeding could change due to energy development, but moderate threats (3) seem appropriate. Loss of non-breeding sea-grass habitat mitigated by movement into freshwater habitat to compensate (TrUST 2016).",2,H,1,"BBS7021-AS,JS",,103.15,1.4,-0.36,2.73,,-7.62,-0.61,-5.53,4.68,,13,core,3.09,478.5,1.5,715.26,,8,8,8,,,,,Nearctic,Nearctic,Wetlands:  Seasonally Wet Grasslands,Wetlands:  Freshwater Marsh,Coasts:  Marine Waters,Wetlands:  Lakes and Rivers
58,Ring-necked Duck,Aythya collaris,waterfowl,Anseriformes,Anatidae,Monotypic.,1,1,1,1,M,,,3,NAWMP 2018,,"2,000,000","2,000,000","2,000,000","2,000,000",,NAWMP 2018,,1,"4,773,863",Natureserve,,1,"6,602,187",Natureserve,,3,TrUST 2016; PIFSC-CVS 2022,TB= 3 is consistent for breeding in southern boreal (TrUST 2016),3,M-H,2,TrUST 2016; PIFSC-CVS 2022,"No expected threats NB, so 2 (TrUST 2016)",2,H,1,"BBS7021-AS,JS",,222.93,2.32,0.68,3.37,1,23.28,1.92,-0.93,4.82,,11,core,2.69,618.5,0.28,170.76,,8,7,8,,,,,Northern Forest,Nearctic,Wetlands:  Boreal,,Wetlands:  Lakes and Rivers,
60,Greater Scaup,Aythya marila,waterfowl,Anseriformes,Anatidae,,1,1,1,1,M,,,3,WPE5; NAWMP 2018; NAWMP 2012,"Replaced WPE5 estimate for NA with NAWMP 2018 all scaup estimate for North America multiplied by the NAWMP 2012 ratio of GRSC:LESC.  Other WPE5 pop estimates based on non-breeding surveys, so 2/3 adjustment applied for breeding pop estimate.","1,200,000","1,200,000","720,000","720,000",,NAWMP 2018; NAWMP 2012,NAWMP 2018 all scaup estimate for North America multiplied by the NAWMP 2012 ratio of GRSC:LESC,1,"10,296,457","Natureserve, with Old World extrapolation",,1,"6,481,437","Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC",,4,TrUST 2016; PIFSC-CVS 2022,"As with LESC, 3 for breeding is appropriate (TrUST 2016).",4,M-H,2,TrUST 2016; PIFSC-CVS 2022,"NB should be 2, as it utilizes more open water and less marsh (TrUST 2016).",2,H,2,"CBC7019-TM,JS",,-3.95,-0.08,-2.31,2.24,,19.39,1.37,-4.02,9.11,,13,,4.55,,,,,10,8,10,,,,,Arctic,Nearctic,Wetlands:  Tundra,,Coasts:  Marine Waters,Wetlands:  Lakes and Rivers
61,Lesser Scaup,Aythya affinis,waterfowl,Anseriformes,Anatidae,Monotypic.,1,1,1,1,M,,,3,NAWMP 2018; NAWMP 2012,NAWMP 2018 all scaup estimate for North America multiplied by the NAWMP 2012 ratio of LESC:GRSC.,"3,700,000","3,700,000","3,700,000","3,700,000",,NAWMP 2018; NAWMP 2012,NAWMP 2018 all scaup estimate for North America multiplied by the NAWMP 2012 ratio of LESC:GRSC.,1,"5,103,713",Natureserve,,1,"6,033,188",Natureserve,,3,TrUST 2016; PIFSC-CVS 2022,Score of 3 in breeding could be impacted by climate change and food availability mismatch (TrUST 2016).,4,M-L,3,TrUST 2016; PIFSC-CVS 2022,Non-breeding =3 for LESC due to spring migration foraging uncertainty (TrUST 2016).,2,H,2,CBC7019-JS,,-15.62,-0.35,-2.3,1.83,,9.41,0.56,-0.28,1.41,,15,,4.12,,,,,9,9,9,,,,,Nearctic,Widespread,Wetlands:  Lakes and Rivers,Wetlands:  Freshwater Marsh,Coasts:  Marine Waters,Wetlands:  Lakes and Rivers
67,Harlequin Duck,Histrionicus histrionicus,waterfowl,Anseriformes,Anatidae,Monotypic. Howard and Moore (2003) list subspecies <i>H. h. histionicus</i> and <i>H. h. pacificus</i> but validity doubtful.,1,1,0,0,M,,,4,WPE5; NAWMP 2018,"combined NAWMP 2018 estimates with WPE estimates for Greenland, Iceland, and E. Asia.  Used 2/3 rule for all estimates since NAWMP based on index derived from winter surveys, as was Greenland.  Sources unavailable for Iceland and E. Asia so assumed includes all ages as per WPE5 guidelines.","230,000","230,000","170,000","170,000",,NAWMP 2018,"non-breeding survey, 2/3 adjustment applied to estimate breeding adults.  Unclear if it includes birds that breed in Greenland.",1,"6,482,534","Natureserve, with Old World extrapolation",,2,"1,025,318","Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC",,3,Derksen et al. 2015; FWS Mig Birds/ Sea Duck JV 2017; PIFSC-CVS 2022,,3,M-H,3,Derksen et al. 2015; FWS Mig Birds/ Sea Duck JV 2017; PIFSC-CVS 2022,,2,H,2,"CBC7019-TM,JS",,29.42,0.53,-0.75,1.89,,12.13,0.6,-3.29,4.25,,19,,2.64,,,,,10,11,11,,,,,Nearctic,Nearctic,Wetlands:  Lakes and Rivers,Coasts:  Beach and Estuary,Coasts:  Marine Waters,Coasts:  Rocky Intertidal
68,Surf Scoter,Melanitta perspicillata,waterfowl,Anseriformes,Anatidae,Monotypic.,1,1,1,0,M,,,4,NAWMP 2018,"non-breeding survey, 2/3 adjustment applied","470,000","470,000","470,000","470,000",,NAWMP 2018,"non-breeding survey, 2/3 adjustment applied to estimate breeding adults",1,"4,694,175",Natureserve,,2,,FWS Mig Birds/ Sea Duck JV 2017,"Their winter range is similar to WWSC, which would suggest 2 (FWS Mig Birds/ Sea Duck JV 2017).  This comment overruled BirdLife's ND polygon size of 816,432 km2, since in comparison with WWSC's polygon, SUSC's covered much less coastline but was less detailed and much wider, which seemed like an arbitrary difference in mapping conventions rather than a biological basis, so we relied on expert opinion instead of GIS.",4,Derksen et al. 2015; FWS Mig Birds/ Sea Duck JV 2017; PIFSC-CVS 2022,Not sure why the threats to scoters' breeding areas is less than many of the other species (including bufflehead and hooded merganser) (FWS Mig Birds/ Sea Duck JV 2017),4,M-H,3,PIFTC-02; PIFSC-CVS 2022,,2,M-H,2,"CBC7019-TM,JS",,9.95,0.19,-0.22,0.6,,7.51,0.43,-0.68,1.76,,17,,0.82,,,,,11,11,11,,,,,Northern Forest,Nearctic,Wetlands:  Boreal,,Coasts:  Marine Waters,
70,White-winged Scoter,Melanitta deglandi,waterfowl,Anseriformes,Anatidae,Formerly considered conspecific with Melanitta fusca.,1,1,1,0,M,,,4,NAWMP 2018,"does not include Velvet Scoter, recognized as separate species by IUCN/Birdlife","400,000","400,000","400,000","400,000",,NAWMP 2018,,1,"4,842,634",BirdLife,,2,"1,427,087",BirdLife,,4,Derksen et al. 2015; FWS Mig Birds/ Sea Duck JV 2017; PIFSC-CVS 2022,Not sure why the threats to scoters' breeding areas is less than many of the other species (including bufflehead and hooded merganser) (FWS Mig Birds/ Sea Duck JV 2017),4,M-H,3,PIFTC-02; PIFSC-CVS 2022,,2,H,3,"CBC7019-TM,JS",,-41.19,-1.08,-2.83,0.32,,-11.35,-0.67,-5,3.89,,18,,3.15,,,,,12,12,12,,,,,Northern Forest,Nearctic,Wetlands:  Lakes and Rivers,,Coasts:  Marine Waters,
73,Black Scoter,Melanitta americana,waterfowl,Anseriformes,Anatidae,,1,1,1,0,M,,,3,WPE5; NAWMP 2018,combined NAWMP 2018 estimate with WPE5 spring count for E. Asia,"900,000","900,000","500,000","500,000",,NAWMP 2018,,1,"9,505,445","Natureserve, with Old World extrapolation",,2,"2,375,129","Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC",,3,Derksen et al. 2015; FWS Mig Birds/ Sea Duck JV 2017; PIFSC-CVS 2022,Not sure why the threats to scoters' breeding areas is less than many of the other species (including bufflehead and hooded merganser) (FWS Mig Birds/ Sea Duck JV 2017),1,H,3,Derksen et al. 2015; FWS Mig Birds/ Sea Duck JV 2017; PIFSC-CVS 2022,,2,M-H,5,"CBC7019-TM,JS",,-66.93,-2.23,-4.35,-0.5,1,-27.81,-1.9,-6.65,3.42,,17,,3.85,,,,,12,13,13,Yellow Watch List; Tipping Point,NT,,,Arctic,Nearctic,Wetlands:  Tundra,,Coasts:  Marine Waters,
74,Long-tailed Duck,Clangula hyemalis,waterfowl,Anseriformes,Anatidae,Monotypic.,1,1,1,0,M,,,3,NAWMP 2018; WPE5,,"3,200,000","3,200,000","1,000,000","1,000,000",,NAWMP 2018,,1,"9,491,112",BirdLife 2021,,2,"3,020,616",BirdLife 2021,,3,Derksen et al. 2015; FWS Mig Birds/ Sea Duck JV 2017; PIFSC-CVS 2022,,3,M-H,3,Derksen et al. 2015; FWS Mig Birds/ Sea Duck JV 2017; PIFSC-CVS 2022,,2,M-H,5,"CBC7019-TM,JS",,-80.38,-3.27,-5.47,-1.6,1,-46.69,-3.26,-7.33,0.22,,19,,3.87,,,,,12,13,13,Orange Watch List; Tipping Point,VU,,,Arctic,Nearctic,Wetlands:  Tundra,,Coasts:  Marine Waters,Wetlands:  Lakes and Rivers
75,Bufflehead,Bucephala albeola,waterfowl,Anseriformes,Anatidae,Monotypic.,1,1,1,0,M,,,3,NAWMP 2018,,"1,300,000","1,300,000","1,300,000","1,300,000",,NAWMP 2018,,1,"4,718,724",Natureserve,,1,"7,933,493",Natureserve,,3,CWS reviewers 2018; PIFSC-CVS 2022,Reduced score during calibration with TB-r.  Josh Vest and Greg Soulliere agreed.,4,M-H,3,PIFTC-02; PIFSC-CVS 2022,,2,H,1,"BBS7021-AS,JS",,196.11,2.15,-0.4,3.77,,37.2,2,-1.26,3.52,,16,core,4.17,333.5,0.33,111.21,,8,8,8,,,,,Northern Forest,Nearctic,Wetlands:  Forested,Wetlands:  Lakes and Rivers,Coasts:  Marine Waters,Wetlands:  Lakes and Rivers
76,Common Goldeneye,Bucephala clangula,waterfowl,Anseriformes,Anatidae,,1,1,1,0,M,,,3,NAWMP 2012; WPE5,,"2,500,000","2,500,000","1,200,000","1,200,000",,NAWMP 2012,"Estimate is for ""Goldeneyes"" but similar to 2012 estimates of COGO",1,"18,174,728","Natureserve, with Old World extrapolation",,1,"22,700,635","Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC",,3,CWS reviewers 2018; PIFSC-CVS 2022,Reduced score during calibration with TB-r.  Josh Vest and Greg Soulliere agreed.,3,M-L,3,Derksen et al. 2015; FWS Mig Birds/ Sea Duck JV 2017; PIFSC-CVS 2022,"threats include invasive species and changes in prey communities, contamination from increased shipping and/or coastal development, and again, the unpredictable effects of climate change on wetland and estuarine quality (FWS Mig Birds/ Sea Duck JV 2017).",2,H,2,"BBS7021-AS,JS",,27.55,0.48,-0.92,1.37,,21.2,0.92,-1.56,2.29,,21,core,2.29,914.5,0.27,236.36,,9,9,9,,,,,Northern Forest,Nearctic,Wetlands:  Forested,Wetlands:  Lakes and Rivers,Coasts:  Marine Waters,Wetlands:  Lakes and Rivers
77,Barrow's Goldeneye,Bucephala islandica,waterfowl,Anseriformes,Anatidae,Monotypic.,1,1,0,0,M,,,4,NAWMP 2018,"non-breeding surveys, 2/3 adjustment applied","180,000","180,000","180,000","180,000",,NAWMP 2018,"non-breeding survey, 2/3 adjustment applied to estimate breeding adults",2,"2,301,140","Natureserve, with Old World extrapolation",,2,"1,840,457","Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC",,4,Derksen et al. 2015; FWS Mig Birds/ Sea Duck JV 2017; PIFSC-CVS 2022,,5,M-H,4,Derksen et al. 2015; FWS Mig Birds/ Sea Duck JV 2017; PIFSC-CVS 2022,why is non-breeding BAGO a 2 while other Pacific wintering species are 3? (FWS Mig Birds/ Sea Duck JV 2017),4,M-H,3,PIFSC-23,,,,,,,,,,,,,,,,,,,13,13,13,,,,,Northern Forest,Nearctic,Wetlands:  Forested,Wetlands:  Lakes and Rivers,Coasts:  Marine Waters,Wetlands:  Lakes and Rivers
89,White-bellied Chachalaca,Ortalis leucogastra,landbird,Galliformes,Cracidae,Monotypic.,0,0,1,1,R,,,4,Gomez-Panjabi.  PIF CAW 2016,"rango muy peque o, se encuentra en cafetales. Es dificil de encontrar. Hay lugares en El Salvador donde es abundante (CAW);",,,,,,,,5,"57,397",Natureserve 3.0,,5,"57,397",Natureserve 3.0,,3,MX-NSAC,global score should reflect regional experts' opinion.,,,3,MX-NSAC,tolerant of disturbance,,,3,PIF CAW 2014,,,,,,,,,,,,,,,,,,,15,15,15,Yellow Watch List,,,,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests:  Tropical Lowland Evergreen,Forests:  Tropical Dry,Forests:  Tropical Lowland Evergreen,Forests:  Tropical Dry
90,Crested Guan,Penelope purpurascens,landbird,Galliformes,Cracidae,,0,0,1,1,R,,,4,PIF CAW 2016,"rango muy amplio, sujeto a mucha cacer a. En el  rea volcanica es com n. (CAW); score change from 5 to 4 recommended by Central Americans in 2016",,,,,,,,2,"1,220,177",Natureserve 3.0,,2,"1,220,177",Natureserve 3.0,,4,MX-NSAC,,,,4,MX-NSAC,"hunting, moderate habitat loss",,,5,PIF CAW 2014,extirpated from much of central american range; most Mexican regions score PT=5,,,,,,,,,,,,,,,,,,15,15,15,Yellow Watch List; Tipping Point,NT,,,Mesoamerica,Mesoamerica,Forests:  Tropical Lowland Evergreen,Forests:  Tropical Dry,Forests:  Tropical Lowland Evergreen,Forests:  Tropical Dry
91,Black Guan,Chamaepetes unicolor,landbird,Galliformes,Cracidae,Monotypic.,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,5,"19,159",NatureServe,,5,"19,159",NatureServe,,3,PIF CAW 2014,,,,3,PIF CAW 2014,migrante altitudinal pero su tendenc a es estable,,,3,PIF CAW 2014,afectado por cacer a,,,,,,,,,,,,,,,,,,15,15,15,Yellow Watch List,,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
92,Highland Guan,Penelopina nigra,landbird,Galliformes,Cracidae,Monotypic.,0,0,1,1,R,,,5,Gomez-Panjabi.  PIF CAW 2016,"esta presente en bosques nublados, se puede convertir en com n si est  protegido (CAW);",,,,,,,,4,"98,090",Natureserve 3.0,,4,"98,090",Natureserve 3.0,,5,MX-NSAC,,,,5,MX-NSAC,primary forest,,,4,PIF CAW 2014,,,,,,,,,,,,,,,,,,,18,18,18,Red Watch List; Tipping Point,VU,,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
93,Horned Guan,Oreophasis derbianus,landbird,Galliformes,Cracidae,Monotypic.,0,0,1,1,R,,,5,Gomez-Panjabi,,,,,,,,,5,"45,420",Natureserve 3.0,,5,"45,420",Natureserve 3.0,,5,MX-NSAC,,,,5,MX-NSAC,"habitat loss, hunting, capture for trade",,,5,PIF CAW 2014,"greater habitat loss in Guatemala; BirdLife states that populations have declined severely during 20th century and the loss and degradation of cloud-forest has caused the disappearance of the species from Cuilco, San Sebastian Coatan and the municipal area of San Pedro Soloma",,,,,,,,,,,,,,,,,,20,20,20,Red Watch List; Tipping Point,EN,,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
94,Great Curassow,Crax rubra,landbird,Galliformes,Cracidae,,0,0,1,1,R,,,4,PIF CAW 2016,widely extirpated within range; score change from 5 to 4 recommended by Central Americans in 2016,,,,,,,,3,"648,308",Natureserve 3.0,,3,"648,308",Natureserve 3.0,,4,MX-NSAC,,,,4,MX-NSAC,"hunting, moderate habitat loss",,,5,PIF CAW 2014,extirpated from much of central american range; most Mexican regions score PT=5,,,,,,,,,,,,,,,,,,16,16,16,Red Watch List; Tipping Point,VU,,,Mesoamerica,Mesoamerica,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
96,Tawny-faced Quail,Rhynchortyx cinctus,landbird,Galliformes,Odontophoridae,,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,4,"178,273",NatureServe,,4,"178,273",NatureServe,,5,PIF CAW 2014,,,,5,PIF CAW 2014,,,,5,PIF CAW 2014,ha p rdida m s que 50% de su h bitat,,,,,,,,,,,,,,,,,,18,18,18,Red Watch List; Tipping Point,NT,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
97,Mountain Quail,Oreortyx pictus,landbird,Galliformes,Odontophoridae,,0,1,1,0,R,,,4,"PIFcalc19-bbs0615,eBird7017",,"260,000","260,000","250,000","250,000",2010.5,PIFcalc19-bbs0615,,3,"345,663",Natureserve 3.0,,3,"345,663",Natureserve 3.0,,3,PIFTC-02; PIFSC-CVS 2022,"CB-grazing, urban/ag, dewatering, increase in habitat from logging, but uses riparian shrub in northern part, petition to list, near extirp in ID, declined greatly in WA, OR and NV (BNA).",2,M-H,3,PIFTC-02; PIFSC-CVS 2022,CB-resident,3,M-H,4,"BBS7021-AS,JS",,-30.49,-0.71,-1.29,-0.03,1,-6.58,-0.67,-3.57,2.29,,10,core,1.26,187,3.49,652.63,,14,14,14,Yellow Watch List,,,,Pacific North America,Pacific North America,Forests:  Temperate Western,Aridlands:  Chaparral,Forests:  Temperate Western,Aridlands:  Chaparral
98,Buffy-crowned Wood-Partridge,Dendrortyx leucophrys,landbird,Galliformes,Odontophoridae,,0,0,1,1,R,,,4,PIF CAW 2016,"se encuentra en pino roble, cafetales, y en periferia de bosques nublados, y en otros bordes de bosque. Es m s com n de lo que se piensa. Son muy secretivos. (CAW); score change from 5 to 4 recommended by Central Americans in 2016",,,,,,,,4,"117,543",Natureserve 3.0,,4,"117,543",Natureserve 3.0,,5,MX-NSAC,global score should reflect regional experts' opinion.,,,5,MX-NSAC,"hunting, moderate habitat loss; global score should reflect regional experts' opinion",,,5,PIF CAW 2014,"small global range, situation in other central american countires similar (or worse) than in MX; regional experts scored 5",,,,,,,,,,,,,,,,,,18,18,18,Red Watch List; Tipping Point,,,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
99,Long-tailed Wood-Partridge,Dendrortyx macroura,landbird,Galliformes,Odontophoridae,,0,0,1,0,R,,,5,Gomez-Panjabi,,,,,,,,,4,"94,024",Natureserve 3.0,,4,"94,024",Natureserve 3.0,,4,MX-NSAC,,,,4,MX-NSAC,"hunting, moderate habitat loss",,,4,MX-NSAC,,,,,,,,,,,,,,,,,,,17,17,17,Red Watch List; Tipping Point,,,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Mesoamerican Highland,Forests:  Mesoamerican Pine-Oak,Forests:  Mesoamerican Highland,Forests:  Mesoamerican Pine-Oak
100,Bearded Wood-Partridge,Dendrortyx barbatus,landbird,Galliformes,Odontophoridae,Monotypic.,0,0,1,0,R,,,5,Gomez-Panjabi,,,,,,,,,5,"28,172",Natureserve 3.0,,5,"28,172",Natureserve 3.0,,5,MX-NSAC,,,,5,MX-NSAC,primary forest,,,5,MX-NSAC-12,"Listed as Vulnerable by IUCN, presumably because of steep declines (species fact sheet temporariliy unavailable on BirdLife website); Recently discovered population in northern Oaxaca, population size unknown",,,,,,,,,,,,,,,,,,20,20,20,Red Watch List; Tipping Point,VU,,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
