SpeciesCommonName,ScientificName,Type,RiskName,RiskIndex,,,,
Black-striped Woodcreeper,Xiphorhynchus lachrymosus,landbird,Raccoons,0.25,,,,
Spotted Woodcreeper,Xiphorhynchus erythropygius,landbird,Snakes,0.7,,,,
Straight-billed Woodcreeper,Dendroplex picus,landbird,Eagles,0.91,,,,
Red-billed Scythebill,Campylorhamphus trochilirostris,landbird,Cats,0.36,,,,
Brown-billed Scythebill,Campylorhamphus pusillus,landbird,Ferrets,0.35,,,,
White-striped Woodcreeper,Lepidocolaptes leucogaster,landbird,Mink,0.14,,,,
Streak-headed Woodcreeper,Lepidocolaptes souleyetii,landbird,Eagles,0.18,,,,
Spot-crowned Woodcreeper,Lepidocolaptes affinis,landbird,Snakes,0.8,,,,
Plain Xenops,Xenops minutus,landbird,Stoats,0.22,,,,
Streaked Xenops,Xenops rutilans,landbird,Mink,0.96,,,,
Cassin's Vireo,Vireo cassinii,landbird,Stoats,0.65,,,,
Blue-headed Vireo,Vireo solitarius,landbird,Mink,0.92,,,,
Plumbeous Vireo,Vireo plumbeus,landbird,Weasels,0.4,,,,
Philadelphia Vireo,Vireo philadelphicus,landbird,Weasels,0.24,,,,
Warbling Vireo,Vireo gilvus,landbird,Cats,0.8,,,,
Brown-capped Vireo,Vireo leucophrys,landbird,Raccoons,0.57,,,,
Red-eyed Vireo,Vireo olivaceus,landbird,Snakes,0.62,,,,
Yellow-green Vireo,Vireo flavoviridis,landbird,Raccoons,0.13,,,,
Black-whiskered Vireo,Vireo altiloquus,landbird,Ferrets,0.43,,,,
Yucatan Vireo,Vireo magister,landbird,Eagles,0.78,,,,
Tufted Titmouse,Baeolophus bicolor,landbird,Snakes,0.36,,,,
Black-crested Titmouse,Baeolophus atricristatus,landbird,Stoats,0.34,,,,
Eurasian Skylark,Alauda arvensis,landbird,Weasels,0.47,,,,
Horned Lark,Eremophila alpestris,landbird,Eagles,0.97,,,,
Black-capped Donacobius,Donacobius atricapilla,landbird,Snakes,0.01,,,,
Bank Swallow,Riparia riparia,landbird,Stoats,0.91,,,,
Tree Swallow,Tachycineta bicolor,landbird,Cats,0.41,,,,
Violet-green Swallow,Tachycineta thalassina,landbird,Cats,0.85,,,,
Mangrove Swallow,Tachycineta albilinea,landbird,Stoats,0.66,,,,
Gray Silky-flycatcher,Ptiliogonys cinereus,landbird,Raccoons,0.53,,,,
Long-tailed Silky-flycatcher,Ptiliogonys caudatus,landbird,Stoats,0.25,,,,
Phainopepla,Phainopepla nitens,landbird,Raccoons,0.55,,,,
Red-breasted Nuthatch,Sitta canadensis,landbird,Cats,0.81,,,,
White-breasted Nuthatch,Sitta carolinensis,landbird,Weasels,0.29,,,,
Black-tailed Gnatcatcher,Polioptila melanura,landbird,Mink,0.53,,,,
California Gnatcatcher,Polioptila californica,landbird,Mink,0.25,,,,
Black-capped Gnatcatcher,Polioptila nigriceps,landbird,Cats,0.95,,,,
White-lored Gnatcatcher,Polioptila albiloris,landbird,Cats,0,,,,
Nava's Wren,Hylorchilus navai,landbird,Stoats,0.8,,,,
Sooty-headed Wren,Pheugopedius spadix,landbird,Weasels,0.95,,,,
Black-throated Wren,Pheugopedius atrogularis,landbird,Eagles,0.63,,,,
Rufous-breasted Wren,Pheugopedius rutilus,landbird,Raccoons,0.01,,,,
Spot-breasted Wren,Pheugopedius maculipectus,landbird,Raccoons,0.34,,,,
Happy Wren,Pheugopedius felix,landbird,Snakes,0.3,,,,
Black-bellied Wren,Pheugopedius fasciatoventris,landbird,Cats,0.04,,,,
Stripe-throated Wren,Cantorchilus leucopogon,landbird,Weasels,0.7,,,,
Stripe-breasted Wren,Cantorchilus thoracicus,landbird,Weasels,0.43,,,,
Cabanis's Wren,Cantorchilus modestus,landbird,Eagles,0.44,,,,
Canebrake Wren,Cantorchilus zeledoni,landbird,Stoats,0.85,,,,
Isthmian Wren,Cantorchilus elutus,landbird,Mink,1,,,,
Bay Wren,Cantorchilus nigricapillus,landbird,Snakes,0.01,,,,
Riverside Wren,Cantorchilus semibadius,landbird,Cats,0.85,,,,
Buff-breasted Wren,Cantorchilus leucotis,landbird,Raccoons,0.91,,,,
Sinaloa Wren,Thryophilus sinaloa,landbird,Mink,0.32,,,,
Banded Wren,Thryophilus pleurostictus,landbird,Weasels,0.13,,,,
White-headed Wren,Campylorhynchus albobrunneus,landbird,Weasels,0.16,,,,
Band-backed Wren,Campylorhynchus zonatus,landbird,Raccoons,0.88,,,,
Gray-barred Wren,Campylorhynchus megalopterus,landbird,Raccoons,0.71,,,,
Giant Wren,Campylorhynchus chiapensis,landbird,Snakes,0.56,,,,
Rufous-naped Wren,Campylorhynchus rufinucha,landbird,Eagles,0.35,,,,
Spotted Wren,Campylorhynchus gularis,landbird,Raccoons,0.69,,,,
Boucard's Wren,Campylorhynchus jocosus,landbird,Snakes,0.84,,,,
Yucatan Wren,Campylorhynchus yucatanicus,landbird,Raccoons,0.96,,,,
Gray Thrasher,Toxostoma cinereum,landbird,Snakes,0.45,,,,
California Thrasher,Toxostoma redivivum,landbird,Stoats,0.29,,,,
LeConte's Thrasher,Toxostoma lecontei,landbird,Snakes,0.55,,,,
Crissal Thrasher,Toxostoma crissale,landbird,Cats,0.83,,,,
Sage Thrasher,Oreoscoptes montanus,landbird,Raccoons,0.5,,,,
Socorro Mockingbird,Mimus graysoni,landbird,Weasels,0.69,,,,
Tropical Mockingbird,Mimus gilvus,landbird,Stoats,0.16,,,,
Northern Mockingbird,Mimus polyglottos,landbird,Raccoons,0.28,,,,
European Starling,Sturnus vulgaris,landbird,Stoats,0.42,,,,
Common Myna,Acridotheres tristis,landbird,Stoats,0.03,,,,
American Dipper,Cinclus mexicanus,landbird,Cats,0.39,,,,
Eastern Bluebird,Sialia sialis,landbird,Snakes,0.12,,,,
Western Bluebird,Sialia mexicana,landbird,Eagles,0.16,,,,
Mountain Bluebird,Sialia currucoides,landbird,Stoats,0.34,,,,
Townsend's Solitaire,Myadestes townsendi,landbird,Ferrets,0.36,,,,
Brown-backed Solitaire,Myadestes occidentalis,landbird,Weasels,0.09,,,,
Black-faced Solitaire,Myadestes melanops,landbird,Eagles,0.19,,,,
Varied Solitaire,Myadestes coloratus,landbird,Mink,0.81,,,,
Slate-colored Solitaire,Myadestes unicolor,landbird,Weasels,0.35,,,,
Black-billed Nightingale-Thrush,Catharus gracilirostris,landbird,Mink,0.05,,,,
Orange-billed Nightingale-Thrush,Catharus aurantiirostris,landbird,Snakes,0.69,,,,
Slaty-backed Nightingale-Thrush,Catharus fuscater,landbird,Weasels,0.73,,,,
Russet Nightingale-Thrush,Catharus occidentalis,landbird,Snakes,0.25,,,,
Ruddy-capped Nightingale-Thrush,Catharus frantzii,landbird,Weasels,0.17,,,,
Black-headed Nightingale-Thrush,Catharus mexicanus,landbird,Raccoons,0.19,,,,
Yellow-throated Nightingale-Thrush,Catharus dryas,landbird,Mink,0.43,,,,
Veery,Catharus fuscescens,landbird,Stoats,0.34,,,,
Gray-cheeked Thrush,Catharus minimus,landbird,Eagles,0.43,,,,
Bicknell's Thrush,Catharus bicknelli,landbird,Snakes,0.2,,,,
Swainson's Thrush,Catharus ustulatus,landbird,Ferrets,0.78,,,,
Hermit Thrush,Catharus guttatus,landbird,Eagles,0.71,,,,
Wood Thrush,Hylocichla mustelina,landbird,Weasels,0.92,,,,
Sooty Thrush,Turdus nigrescens,landbird,Raccoons,0.64,,,,
Black Thrush,Turdus infuscatus,landbird,Ferrets,0.21,,,,
Thick-billed Euphonia,Euphonia laniirostris,landbird,Cats,0.6,,,,
Spot-crowned Euphonia,Euphonia imitans,landbird,Snakes,0.68,,,,
Olive-backed Euphonia,Euphonia gouldi,landbird,Eagles,0.34,,,,
Fulvous-vented Euphonia,Euphonia fulvicrissa,landbird,Raccoons,0.9,,,,
Tawny-capped Euphonia,Euphonia anneae,landbird,Raccoons,0.37,,,,
Orange-bellied Euphonia,Euphonia xanthogaster,landbird,Snakes,0.72,,,,
Hooded Grosbeak,Coccothraustes abeillei,landbird,Weasels,0.16,,,,
Evening Grosbeak,Coccothraustes vespertinus,landbird,Mink,0.39,,,,
Pine Grosbeak,Pinicola enucleator,landbird,Eagles,0.32,,,,
Gray-crowned Rosy-Finch,Leucosticte tephrocotis,landbird,Eagles,0.83,,,,
Black Rosy-Finch,Leucosticte atrata,landbird,Raccoons,0.17,,,,
Black-capped Siskin,Spinus atriceps,landbird,Eagles,0.84,,,,
Black-headed Siskin,Spinus notatus,landbird,Stoats,0.39,,,,
Yellow-bellied Siskin,Spinus xanthogastrus,landbird,Eagles,0.62,,,,
Lesser Goldfinch,Spinus psaltria,landbird,Cats,0.39,,,,
Lawrence's Goldfinch,Spinus lawrencei,landbird,Weasels,0.68,,,,
Sierra Madre Sparrow,Xenospiza baileyi,landbird,Weasels,0.76,,,,
Song Sparrow,Melospiza melodia,landbird,Mink,0.59,,,,
Lincoln's Sparrow,Melospiza lincolnii,landbird,Stoats,0.98,,,,
Swamp Sparrow,Melospiza georgiana,landbird,Ferrets,0.96,,,,
Large-footed Finch,Pezopetes capitalis,landbird,Weasels,0.24,,,,
Rusty-crowned Ground-Sparrow,Melozone kieneri,landbird,Mink,0.54,,,,
Canyon Towhee,Melozone fusca,landbird,Snakes,0.18,,,,
White-throated Towhee,Melozone albicollis,landbird,Raccoons,0.78,,,,
Abert's Towhee,Melozone aberti,landbird,Snakes,0.51,,,,
California Towhee,Melozone crissalis,landbird,Cats,0.39,,,,
White-eared Ground-Sparrow,Melozone leucotis,landbird,Stoats,0.68,,,,
White-faced Ground-Sparrow,Melozone biarcuata,landbird,Snakes,0.76,,,,
Cabanis's Ground-Sparrow,Melozone cabanisi,landbird,Snakes,0.95,,,,
Rusty Sparrow,Aimophila rufescens,landbird,Cats,0.92,,,,
Rufous-crowned Sparrow,Aimophila ruficeps,landbird,Mink,0.14,,,,
Oaxaca Sparrow,Aimophila notosticta,landbird,Ferrets,0.32,,,,
Green-tailed Towhee,Pipilo chlorurus,landbird,Weasels,0.71,,,,
Spotted Towhee,Pipilo maculatus,landbird,Mink,0.21,,,,
Eastern Towhee,Pipilo erythrophthalmus,landbird,Cats,0.53,,,,
Collared Towhee,Pipilo ocai,landbird,Raccoons,0.53,,,,
Audubon's Oriole,Icterus graduacauda,landbird,Weasels,0.48,,,,
Baltimore Oriole,Icterus galbula,landbird,Raccoons,0.72,,,,
Black-backed Oriole,Icterus abeillei,landbird,Weasels,0.39,,,,
Scott's Oriole,Icterus parisorum,landbird,Stoats,0.2,,,,
Red-winged Blackbird,Agelaius phoeniceus,landbird,Eagles,0.01,,,,
Kirtland's Warbler,Setophaga kirtlandii,landbird,Mink,0.75,,,,
Cape May Warbler,Setophaga tigrina,landbird,Raccoons,0.9,,,,
Cerulean Warbler,Setophaga cerulea,landbird,Ferrets,0.21,,,,
Northern Parula,Setophaga americana,landbird,Mink,0.71,,,,
Tropical Parula,Setophaga pitiayumi,landbird,Ferrets,0.57,,,,
Shining Honeycreeper,Cyanerpes lucidus,landbird,Raccoons,0.76,,,,
Purple Honeycreeper,Cyanerpes caeruleus,landbird,Mink,0.04,,,,
Red-legged Honeycreeper,Cyanerpes cyaneus,landbird,Stoats,0.8,,,,
Scarlet-thighed Dacnis,Dacnis venusta,landbird,Snakes,0.76,,,,
Blue Dacnis,Dacnis cayana,landbird,Ferrets,0.37,,,,
Viridian Dacnis,Dacnis viguieri,landbird,Snakes,0.59,,,,
Bananaquit,Coereba flaveola,landbird,Raccoons,0.33,,,,
Yellow-faced Grassquit,Tiaris olivaceus,landbird,Raccoons,0.14,,,,
Cocos Finch,Pinaroloxias inornata,landbird,Cats,0.15,,,,
Thick-billed Seed-Finch,Sporophila funerea,landbird,Cats,0.13,,,,
Large-billed Seed-Finch,Sporophila crassirostris,landbird,Eagles,0.82,,,,
Nicaraguan Seed-Finch,Sporophila nuttingi,landbird,Mink,0.95,,,,
Variable Seedeater,Sporophila corvina,landbird,Eagles,0.3,,,,
Slate-colored Seedeater,Sporophila schistacea,landbird,Cats,0.26,,,,
Cinnamon-rumped Seedeater,Sporophila torqueola,landbird,Eagles,0.74,,,,
Morelet's Seedeater,Sporophila morelleti,landbird,Raccoons,0.48,,,,
Yellow-bellied Seedeater,Sporophila nigricollis,landbird,Cats,0.09,,,,
Ruddy-breasted Seedeater,Sporophila minuta,landbird,Mink,0.08,,,,
Wedge-tailed Grass-Finch,Emberizoides herbicola,landbird,Raccoons,0.85,,,,
Black-headed Saltator,Saltator atriceps,landbird,Eagles,0.07,,,,
Buff-throated Saltator,Saltator maximus,landbird,Ferrets,0.15,,,,
Slate-colored Grosbeak,Saltator grossus,landbird,Eagles,0.34,,,,
